YEAR,season,SITE,PLNT_DNS,FRND_DNS,DRY_WT,Dry_CAN_WT,Dry_WC_wt,Dry_SUB_wt,N_blade,C_blade,C_WT,N_WT,elapsed,g_bar_dry,g_barC,g_barN,dry_prod_per_day,C_prod_per_day,N_prod_per_day,f,p,d,c,b,l,dry_wt_lost_as_fronds,dry_wt_lost_as_plants,dry_wt_lost_as_dissolved,dry_wt_lost_as_cut_fronds,dry_wt_lost_as_blades,C_lost_as_fronds,C_lost_as_plants,C_lost_as_dissolved,C_lost_as_cut_fronds,C_lost_as_blades,N_lost_as_fronds,N_lost_as_plants,N_lost_as_dissolved,N_lost_as_cut_fronds,N_lost_as_blades,Mean_TEMP,mean_ambient_N,sfc_par,Subsfc_par,Bottom_par,dry_wt_stD,dry_can_wt_stD,dry_wc_wt_stD,dry_sub_wt_stD,c_blade_stD,n_blade_stD,C_wt_stD,N_wt_stD,plnt_dns_stD,frnd_dns_stD,g_bar_dry_stD,dry_prod_per_day_stD,g_barC_stD,C_prod_per_day_stD,g_barN_stD,N_prod_per_day_stD,f_stD,p_stD,d_stD,c_stD,b_stD,l_stD,dry_wt_lost_as_fronds_stD,dry_wt_lost_as_plants_stD,dry_wt_lost_as_dissolved_stD,dry_wt_lost_as_cut_fronds_stD,dry_wt_lost_as_blades_stD,C_lost_as_fronds_stD,C_lost_as_plants_stD,C_lost_as_dissolved_stD,C_lost_as_cut_fronds_stD,C_lost_as_blades_stD,N_lost_as_fronds_stD,N_lost_as_plants_stD,N_lost_as_dissolved_stD,N_lost_as_cut_fronds_stD,N_lost_as_blades_stD
2011,2-Spring,MOHK,0.5727419355,12.291129032,0.9587725895,0.4057079402,0.2718086817,0.2812559676,2.6047849462,30.867150538,0.2803987285,0.0205377889,93,0.038420034,0.039823215,0.0371445178,0.0348506264,0.0102881819,0.0007304078,0.0165918668,0.0051632106,0.0033382766,0.0001628778,0.0109234077,0.0361796396,0.015153315,0.0044646478,0.0031048037,0.0001583812,0.0101518931,0.0043483592,0.0012304866,0.0008930801,0.0000471791,0.0029195543,0.0003248475,0.0000906565,0.0000666257,3.5699975E-6,0.0002174973,12.975025475,5.1984144665,875.599063,189.19886034,20.220562637,0.0430351131,0.0210259542,0.0117912065,0.0125441156,1.1538044564,0.2248179941,0.0172581165,0.0020833628,0.0124385552,0.4376960093,0.0033070039,0.0032851472,0.0033981964,0.0010436046,0.0037510059,0.0001001294,0.0023890691,0.0019158191,0.0001514923,0.0000161296,0.000444603,0.0031146901,0.0022994295,0.001716027,0.0001933958,0.0000179905,0.0005915446,0.0006938371,0.0004819875,0.0000475534,5.8165371E-6,0.0002047857,0.0000576582,0.0000358092,6.8346521E-6,5.4158797E-7,0.0000219065
2011,3-Summer,MOHK,0.432311828,10.875860215,0.8644508959,0.3498195961,0.2513666864,0.2632646133,1.7965591398,30.083064516,0.249682829,0.0126847199,93,0.0287209071,0.0262111006,0.0243961175,0.0258154594,0.0072077843,0.0003456864,0.0133804918,0.0030716396,0.0029878511,0.0004578973,0.011024786,0.0309226659,0.0119665759,0.00285718,0.0026716892,0.0003790578,0.0098822192,0.0035565118,0.0008634202,0.0007892664,0.0000998468,0.0029334536,0.0001909693,0.0000493557,0.000042259,5.2049365E-6,0.0001562691,15.808044468,0.9635923414,783.80010441,154.39604161,15.440378048,0.043740661,0.0219226313,0.0120621368,0.0128036058,1.129390052,0.1548811081,0.0166070812,0.0013304541,0.008639911,0.3759605071,0.0025533834,0.0025420899,0.0026571755,0.0008031887,0.0030584941,0.0000555905,0.0017513364,0.0015260306,0.0001396786,0.0000365525,0.0004499975,0.0023345976,0.0016442777,0.0014233282,0.000179281,0.0000336338,0.0006238673,0.0005123043,0.0004340044,0.0000459953,9.6052833E-6,0.0002179414,0.0000309174,0.0000247781,4.5304323E-6,6.6367758E-7,0.0000164889
2011,4-Autumn,MOHK,0.3747777778,9.7633888889,0.5836507361,0.1334633171,0.1649829922,0.2852044269,2.1887777778,28.802222222,0.1573467948,0.0100656132,90,0.026027455,0.0292734251,0.031968263,0.0158227729,0.0045635946,0.0003091529,0.013103043,0.0019149782,0.0026454835,0.0024450872,0.0094363727,0.0295449646,0.0080747255,0.0010800247,0.0016606922,0.0015150662,0.005874307,0.0020495554,0.0003160968,0.0004101144,0.0003653532,0.0014728906,0.0001246019,0.0000210318,0.0000244173,0.0000215911,0.0000886509,15.104691872,0.9325174113,618.97991331,123.16045903,13.53895481,0.0263963468,0.0074623169,0.0076344127,0.0139696782,1.0663188059,0.1874563116,0.0091407913,0.000981279,0.008248746,0.3517513256,0.0023828463,0.0015995635,0.0025202179,0.000467723,0.0030311654,0.0000415528,0.0018805335,0.0010438668,0.0001317351,0.0000954946,0.0003571447,0.0022003159,0.0011849265,0.000584701,0.0001088758,0.0000940204,0.0003356808,0.0003053394,0.0001662565,0.0000228918,0.0000270651,0.000097435,0.0000199292,0.0000110545,2.4806393E-6,2.2656842E-6,8.5506101E-6
2012,1-Winter,MOHK,0.3155555556,8.0331111111,0.5588084467,0.2075114563,0.153463066,0.1978339244,2.9034444444,33.116111111,0.1798081378,0.0136737055,90,0.0328291566,0.0330012482,0.0355874594,0.0183264871,0.005906413,0.0004638952,0.0162131012,0.0029752813,0.0022139195,0.0000958046,0.0099617949,0.0314599015,0.0087695687,0.0016288866,0.0012427384,0.0000536347,0.0055661774,0.0028132697,0.0005223584,0.0003919296,0.0000171887,0.0017600202,0.0002026879,0.0000371794,0.0000289081,1.1845322E-6,0.0001289333,13.385695238,3.208519382,627.92257318,118.02374505,10.592906362,0.0287386441,0.0141626861,0.007587973,0.0101820964,1.2314935316,0.2412567089,0.011487847,0.0014362368,0.0070579102,0.3036081854,0.0034334745,0.0020399133,0.0034965647,0.0007065573,0.0037892168,0.0000661437,0.0028089143,0.0015353458,0.000105805,0.0000162682,0.0003807713,0.0032361549,0.0015407709,0.0008204459,0.0000853781,9.3195659E-6,0.000341894,0.000517672,0.0002676698,0.0000227322,3.1366162E-6,0.0001245629,0.0000392984,0.0000191869,3.1661554E-6,2.5024908E-7,0.0000136235
2012,2-Spring,MOHK,0.2254301075,5.7709677419,0.4682820614,0.203516651,0.1314948484,0.133270562,2.2763978495,28.29983871,0.1258110428,0.0084512356,93,0.0283921326,0.0271635839,0.0207358762,0.0136551833,0.0034756636,0.0002001762,0.0144276854,0.0015877775,0.0033560544,0,0.0112127459,0.0305842632,0.0071694997,0.000807845,0.0016255856,0,0.0054816724,0.002003138,0.0002278459,0.00044821,0,0.0015188621,0.0001549576,0.0000196747,0.0000334003,0,0.0001143556,13.70576258,3.7268095717,826.71017383,140.58558402,14.06751407,0.0222824276,0.0124705629,0.0058206827,0.0062971318,0.8981515278,0.1938403541,0.0073972836,0.0008209094,0.0046373624,0.1934261025,0.0026808255,0.0015025578,0.0027279524,0.0004421623,0.0032242497,0.0000406213,0.0020144176,0.0012125315,0.0001363811,0,0.0004530472,0.002399089,0.0010751613,0.0006045735,0.000100288,0,0.0003242855,0.0003101478,0.000171,0.0000247514,0,0.0001011644,0.000027993,0.0000148989,3.4928438E-6,0,0.0000116077
2012,3-Summer,MOHK,0.1805376344,4.8598387097,0.3143073977,0.1049677236,0.0856812298,0.1236584443,1.3366666667,31.688763441,0.0934495871,0.0033700142,93,0.0235633019,0.0246139256,0.0216500663,0.0078246921,0.0023961517,0.000076075,0.0144630426,0.0022013037,0.0031884343,0.0003404367,0.0102324081,0.0304256253,0.0049839018,0.0005978602,0.0011377696,0.0001205797,0.0036392612,0.0014549311,0.0001785934,0.0003310726,0.0000357087,0.0010596489,0.0000551972,6.357967E-6,0.0000127327,1.2960281E-6,0.0000407371,16.138543354,0.7255103059,926.3244309,189.71513468,31.196692685,0.0147524228,0.0067976167,0.003928518,0.0056063758,1.1431578269,0.1164342655,0.005438336,0.0003177795,0.0038864653,0.1704060884,0.0027893666,0.0009773122,0.0028719861,0.0003047455,0.0032280706,0.0000130497,0.0021939737,0.0014302843,0.000152997,0.0000531804,0.0004043004,0.0026531812,0.0007888759,0.0003899196,0.0000836837,0.0000217674,0.0002378588,0.0002361785,0.0001162885,0.0000209769,6.4567942E-6,0.0000783225,9.5325726E-6,4.2273178E-6,1.4781329E-6,2.6922222E-7,4.436245E-6
2012,4-Autumn,MOHK,0.1648888889,3.5421111111,0.214663448,0.0534348301,0.0597040728,0.1015245452,2.0595555556,35.290666667,0.070836569,0.0033652752,90,0.0426184333,0.041993093,0.0490353248,0.0090942006,0.0030799976,0.0001599152,0.0234641552,0.0102569479,0.0020234263,0.0015358825,0.0092711918,0.0465516038,0.0051246939,0.0020315591,0.0004605743,0.0003228249,0.0020738021,0.0017373967,0.0007080949,0.0001517077,0.0001127753,0.0006899242,0.0000764796,0.0000335662,6.5360825E-6,4.9043696E-6,0.0000300398,16.289941205,0.8216268241,593.25038144,150.66935723,25.930726099,0.0115975668,0.0049412388,0.0030965359,0.0053666283,1.2174535082,0.179562379,0.004626928,0.0003431735,0.0036087418,0.1280730947,0.0054679159,0.0012731542,0.0055041377,0.0004677673,0.0057698399,0.0000265898,0.0035988314,0.0042042983,0.000090417,0.0001494141,0.0003414325,0.0053697109,0.0008376931,0.0008303315,0.0000315447,0.0000339769,0.0001311715,0.0003010521,0.0002994596,9.4253991E-6,0.0000127179,0.0000506743,0.0000144029,0.0000145611,6.8008893E-7,7.0222938E-7,3.1339043E-6
2013,1-Winter,MOHK,0.1458426966,2.5308426966,0.2111352447,0.0939236943,0.0581899198,0.0590216306,2.9596629213,33.775505618,0.0689450293,0.0052303882,89,0.03150284,0.0339537255,0.0333341861,0.006586672,0.0022622678,0.0001660429,0.0108613932,0.0043942094,0.0025230627,0.0000333662,0.0108723862,0.0286844177,0.0022725764,0.0008868693,0.0005227068,8.2121655E-6,0.002255133,0.000722477,0.0002716901,0.0001640823,2.9644598E-6,0.000708736,0.0000502792,0.0000204363,0.0000123508,1.9556209E-7,0.0000532019,13.093984516,3.2785653468,617.59078679,124.1689883,12.440996613,0.0163432357,0.0112688122,0.0038628364,0.0036363978,1.2709782552,0.2654119528,0.0061337249,0.0006483559,0.0033299806,0.1031774932,0.0029958128,0.0008043937,0.003093934,0.000285952,0.0034724437,0.0000272724,0.0016746273,0.0019969372,0.0001272208,0.0000104251,0.0004686668,0.002594076,0.0003851921,0.000403575,0.0000493346,2.5008525E-6,0.0001973172,0.0001261476,0.0001245241,0.0000146238,9.255441E-7,0.0000677846,9.0509483E-6,9.8128804E-6,1.6010063E-6,7.3018576E-8,6.5667535E-6
2013,2-Spring,MOHK,0.155,2.4119892473,0.1540142473,0.0586064147,0.0426739806,0.052733852,2.0593548387,32.705591398,0.0479382973,0.0024998719,93,0.0277430048,0.0265440438,0.0214694932,0.0043372941,0.001291217,0.0000554379,0.0142631801,0.0040228981,0.0029501868,0.0000319311,0.0107373663,0.0320055625,0.0023406046,0.0006295361,0.0004752245,7.858954E-6,0.0017728877,0.000765243,0.00020348,0.0001531511,2.8369561E-6,0.0005760946,0.0000469704,0.0000117471,8.7182321E-6,1.8715082E-7,0.0000330286,14.81694261,2.0610767643,891.51364931,165.00537053,18.602487413,0.0091824138,0.0047208672,0.002492605,0.0029749353,1.1309451005,0.1841135672,0.0033497291,0.0002701238,0.0040011059,0.1016697961,0.0034244061,0.0005896943,0.0034907201,0.0001981532,0.003927225,0.0000139027,0.0025498239,0.0020166169,0.0001349104,9.976679E-6,0.000439181,0.0032829067,0.0004223798,0.0003119347,0.0000392015,2.3932889E-6,0.0001392558,0.0001396244,0.0001005531,0.0000122799,8.8573576E-7,0.0000515771,9.3850155E-6,5.9255459E-6,1.0475741E-6,6.9877992E-8,3.809235E-6
2013,3-Summer,MOHK,0.4102688172,5.6934408602,0.3495252739,0.1150705276,0.0942312218,0.1402235245,1.5658602151,32.350645161,0.108155123,0.0045127029,93,0.0226731006,0.0222006031,0.021112248,0.0067304796,0.0020193453,0.0000803314,0.0036879133,0,0.0027326329,0,0.0100865089,0.0165070552,0.0012196631,0,0.000865283,0,0.003200988,0.0003729649,0,0.0002663382,0,0.0009848459,0.0000150348,0,0.0000109229,0,0.0000403202,16.340279495,0.7107682134,770.7345795,197.82116925,55.699254043,0.0257594992,0.0136304507,0.0064804095,0.0100958246,1.2028578688,0.1480397542,0.00941836,0.0005958737,0.0125050107,0.3013579712,0.0014604811,0.0006424456,0.0016931826,0.0002225962,0.0027531441,0.0000163207,0.0005129389,0.0000120031,0.0001411171,0,0.0004222362,0.0006836647,0.0001982258,1.9133078E-6,0.0000814806,0,0.0002680606,0.0000633683,5.9386753E-7,0.0000229987,0,0.000092851,3.0136108E-6,2.6758056E-8,1.6193642E-6,0,5.6311152E-6
2013,4-Autumn,MOHK,0.356,5.2492222222,0.2731608371,0.0377787917,0.0646413578,0.1707406876,1.1755555556,30.539555556,0.0785049739,0.0025450014,90,0.0210829161,0.0212240542,0.0174269914,0.0056433536,0.0016261384,0.0000468597,0.0087569873,0,0.0022005566,0.0011211028,0.0084443335,0.0205229802,0.0024729383,0,0.0005976679,0.0002808319,0.0022951329,0.0007111849,0,0.0001714431,0.00008058,0.0006582038,0.000023703,0,5.7928782E-6,3.0082889E-6,0.0000221237,16.23671647,0.6633601761,603.84236001,154.99406152,39.06619496,0.0165290318,0.0026238509,0.0040540597,0.0122855293,1.1330635417,0.102646441,0.0056862458,0.000280454,0.0100806701,0.2320923066,0.0020625244,0.0006384596,0.0022293793,0.0001995944,0.0029247069,8.893868E-6,0.0016218931,0,0.000108505,0.0001061638,0.0003038246,0.0016578216,0.0004890694,0,0.0000428545,0.0000384253,0.0001426715,0.0001430326,0,0.00001085,0.0000115572,0.0000463219,5.0936274E-6,0,6.3286555E-7,5.4059573E-7,2.3505448E-6
2014,1-Winter,MOHK,0.2352808989,3.4431460674,0.1881946609,0.0461598161,0.0489386611,0.0930961837,1.7509550562,31.103876404,0.0539216952,0.0026315185,89,0.0295688561,0.0306159033,0.0400998581,0.0074899791,0.0021529036,0.0001155153,0.0264342825,0.0037336258,0.002299169,0,0.0085403545,0.0410074319,0.0061802935,0.0007386468,0.0005001038,0,0.0019056487,0.0017515035,0.0002093833,0.0001418497,0,0.000540502,0.0000779582,0.000010367,6.3178734E-6,0,0.0000235445,15.045724997,0.9274079211,616.01240872,138.1623601,18.075404165,0.0120637324,0.0056988,0.0033554393,0.0054759044,1.204164735,0.1632138288,0.0042610841,0.0003558969,0.0063571714,0.144957405,0.0045038551,0.0013227721,0.0046661323,0.0004056044,0.0052520892,0.0000230202,0.0046519762,0.0018478213,0.0001409899,0,0.0003306163,0.0050387656,0.0012260629,0.0003836921,0.0000498807,0,0.0001521831,0.0003623058,0.0001100657,0.0000123344,0,0.0000495848,0.0000174806,5.3330355E-6,1.0126581E-6,0,3.3886773E-6
2014,2-Spring,MOHK,0.3258602151,3.6120967742,0.2228550447,0.0744852429,0.0652749294,0.0830948725,2.2530645161,36.631774194,0.0739866494,0.0032540704,93,0.0368120714,0.0371808475,0.0313019485,0.0061734313,0.0020558625,0.0000806335,0.0107168326,0.0005477018,0.0025401513,0.0001337505,0.009264474,0.0232029103,0.0017637353,0.0000404314,0.0005110023,0.000033326,0.0018353517,0.0005978959,0.0000134544,0.0001717235,0.0000110184,0.0006185287,0.0000292962,7.9056448E-7,8.1255059E-6,4.8648687E-7,0.0000296432,14.623103102,2.3383746417,937.75011337,195.10698572,19.576689411,0.0155814754,0.0071026923,0.0046261792,0.0050617719,1.2524558852,0.2022846516,0.0057561179,0.0003548778,0.0085547397,0.1735693575,0.0020773194,0.0005298581,0.0021876839,0.0001900111,0.0031088798,0.0000123932,0.0014866443,0.0005913575,0.0001243063,0.000020426,0.0003473064,0.0016240655,0.0002807319,0.0000437228,0.0000458643,5.4777286E-6,0.000145796,0.0000966902,0.0000145966,0.0000138123,1.8730462E-6,0.0000540916,5.3261626E-6,8.6995283E-7,1.0771556E-6,1.0621133E-7,3.7531499E-6
2014,3-Summer,MOHK,1.1498387097,7.4914516129,0.3401299657,0.0486410346,0.0700944806,0.2213944506,1.2697311828,40.521021505,0.1304026979,0.0034433209,93,0.0252663016,0.026973028,0.0261572302,0.0079158031,0.0031385075,0.0000809555,0.0064715238,0.0037920835,0.001989994,0.0001960692,0.0084624898,0.0209121603,0.0019748777,0.0012990501,0.0006128638,0.0000697754,0.002621037,0.0007249381,0.0004988514,0.0002268916,0.0000265018,0.000974031,0.000019559,0.0000131518,6.0898515E-6,6.6837098E-7,0.000026131,18.119096796,0.5707877762,871.46904733,163.4999727,20.293373197,0.0160295354,0.0040904971,0.004242887,0.0103724977,1.4793293083,0.11022792,0.0079878605,0.00034961,0.0272409002,0.2622473587,0.0024897094,0.0008984339,0.0025819263,0.0003777357,0.0031170742,0.0000127603,0.0009974005,0.0019495519,0.00009799,0.0000257767,0.0003128711,0.0022706888,0.0003242749,0.0006694908,0.0000415547,0.0000106845,0.0001601925,0.0001258493,0.0002603734,0.0000134005,4.2528595E-6,0.0000709548,3.6325537E-6,7.0617575E-6,6.3889677E-7,1.2216803E-7,2.6857574E-6
2014,4-Autumn,MOHK,1.5931111111,9.7162777778,0.4262214253,0.0392749056,0.0644409144,0.3225056054,1.7063888889,38.884111111,0.1559418437,0.0057931198,90,0.0252880258,0.0252421229,0.0310604456,0.0104391318,0.0038021463,0.0001640005,0.0120783287,0.0027089852,0.0015446393,0.0008471343,0.0061952846,0.023374372,0.0050485069,0.0010952055,0.0006257429,0.0003440596,0.0025173627,0.001846309,0.0003951113,0.0002277837,0.0001227246,0.0009216034,0.0000688597,0.0000112296,7.8413715E-6,3.7577639E-6,0.0000319385,18.849399797,0.5601953751,577.74563889,142.66415149,43.942468656,0.0190460891,0.0031462685,0.0036445792,0.0146456089,1.2885839808,0.1439517361,0.0084719899,0.0005482452,0.0381223665,0.3381843567,0.0026656609,0.0012283934,0.0027278722,0.0004716245,0.0033201535,0.0000244792,0.001956908,0.0015577666,0.000073546,0.000068187,0.0002199199,0.0024909186,0.0008646979,0.0006471956,0.0000411103,0.0000350935,0.0001427483,0.000323706,0.0002308267,0.000012468,0.0000133691,0.0000586609,0.0000139638,6.9148148E-6,8.0341289E-7,5.2317812E-7,3.0568652E-6
2015,1-Winter,MOHK,0.7816853933,8.0994382022,0.4435312057,0.0766661615,0.1101424258,0.2567226184,1.9623033708,41.089494382,0.1721957341,0.0069768279,89,0.0399009795,0.0391519332,0.0381043067,0.0179452564,0.0070605989,0.000281233,0.0235944788,0.0080263976,0.0015180032,0.0005120424,0.0080082628,0.0416591848,0.0106301526,0.0035709734,0.0006809238,0.0002362027,0.0036222431,0.0042146057,0.0014436805,0.0002653497,0.0000944958,0.0014177482,0.0001721119,0.0000581624,0.0000108516,3.8647614E-6,0.0000580831,16.419312795,0.5917513376,576.8115172,125.39496792,21.888598649,0.0219912717,0.0047184806,0.0056428429,0.0129023628,1.4956333636,0.1712181482,0.0108986349,0.0007240819,0.0184809424,0.3145898323,0.0052723582,0.0025559436,0.0053122505,0.0010673878,0.0056051761,0.000051414,0.0038672379,0.0034219993,0.0000727587,0.0000452519,0.0002799266,0.0051131843,0.0018318316,0.0015239974,0.0000452574,0.0000250044,0.0002105592,0.0007501528,0.000618435,0.0000154042,0.0000106937,0.0000980735,0.0000333934,0.000025677,1.1718495E-6,5.7206747E-7,6.0617225E-6
2015,2-Spring,MOHK,0.5716666667,8.328172043,0.6072302922,0.2058248389,0.1903784876,0.2110269657,2.3323655914,38.047580645,0.2186628687,0.0111806061,93,0.0338188395,0.0335988749,0.0344216033,0.017921813,0.0063239945,0.0003108412,0.0124923169,0.0021577494,0.0020860474,0.0001624472,0.0095042057,0.0264027666,0.0061887411,0.000945089,0.001170599,0.0000838306,0.0054569121,0.0021991718,0.000336688,0.0004206786,0.000029657,0.00196128,0.0001103471,0.0000182513,0.0000210392,1.4866042E-6,0.0000978989,14.880242137,1.3107732373,765.71020344,145.19807938,22.308779779,0.0313847218,0.0138819343,0.0105103934,0.0104266003,1.3488668242,0.2133071698,0.0136036848,0.001181514,0.0120269476,0.3091316396,0.0030942929,0.001701474,0.0031741837,0.0006413149,0.003682271,0.000044863,0.0023396138,0.0016929178,0.0000936437,0.0000321994,0.0003504226,0.0028354845,0.0011243672,0.0007368275,0.0000809992,0.0000155154,0.0003406159,0.0004061893,0.0002633742,0.0000248768,5.6052395E-6,0.0001388625,0.000023596,0.0000146478,2.3755003E-6,3.150741E-7,0.0000104475
2015,3-Summer,MOHK,0.4783333333,7.964516129,0.573245467,0.1869275618,0.1788493639,0.2074685412,1.288655914,36.96655914,0.1953970576,0.0060046174,93,0.0267503765,0.0269892988,0.0212093416,0.0170022333,0.0059231773,0.0001559606,0.0190613634,0.0030933556,0.0022919073,0.0002722956,0.0104679211,0.0351868431,0.0110393516,0.0018370987,0.0014734467,0.0002071876,0.0068297673,0.0038493181,0.0006418223,0.0005053812,0.0000689477,0.0023395075,0.0001214619,0.0000195423,0.0000169414,2.4167154E-6,0.0000790884,18.714841038,0.5862970125,691.71954338,166.95672126,57.335722451,0.0351983413,0.0162902826,0.0116543455,0.01078216,1.3793879526,0.1141109462,0.0142061891,0.0006641871,0.0111258183,0.3373068526,0.0037638087,0.0023855149,0.0037863365,0.000875529,0.0040205185,0.0000341712,0.0029762624,0.0018964614,0.0001151071,0.0000282569,0.0004364621,0.0036027805,0.0017992125,0.0011338531,0.0001168426,0.0000260933,0.0005143045,0.0006416708,0.0003963818,0.0000352716,9.3095908E-6,0.0002003541,0.0000228775,0.0000123385,1.993406E-6,4.0870197E-7,9.1793149E-6
2015,4-Autumn,MOHK,0.2395,2.7252777778,0.1154457795,0.003957788,0.0082830756,0.1032049159,1.9727222222,38.163666667,0.0421385359,0.001492331,90,0.0203828705,0.0192724313,0.0284016335,0.0033909143,0.0011949339,0.0000478726,0.0231712197,0.0114966178,0.0017102458,0,0.0055085215,0.0418866049,0.0033666602,0.0019918494,0.0002925009,0,0.0009372858,0.0012167544,0.000719898,0.0001068495,0,0.0003420085,0.0000388789,0.0000209463,3.265819E-6,0,0.0000104669,18.769484985,0.5985401006,566.75379113,208.18264014,124.34537453,0.0070085176,0.0003212465,0.0006075069,0.006567493,1.5136932495,0.1768304405,0.0031031245,0.0001667946,0.0061355089,0.1247014719,0.0061629029,0.0010957706,0.006149148,0.0004055187,0.0065411801,0.0000125023,0.003677921,0.0047220367,0.0000912978,0,0.0002126008,0.0060207433,0.0005792139,0.000904828,0.0000235926,0,0.0000650313,0.0002152063,0.0003320256,7.4400297E-6,0,0.0000269191,6.7776749E-6,9.2755674E-6,3.68585E-7,0,1.07575E-6
2016,1-Winter,MOHK,0.0391111111,0.1796111111,0.0090316863,0.0014904636,0.0030211279,0.0045200948,2.7107222222,34.575166667,0.0029113474,0.0002044263,90,0.0382928083,0.0372792607,0.0383896892,0.000586054,0.0001868036,0.0000145627,0.0421751223,0.0137405694,0.0017574459,0,0.0084584308,0.0661315684,0.000901625,0.0002062431,0.0000301387,0,0.0001415199,0.000299774,0.0000684755,9.9992546E-6,0,0.0000470119,0.0000175938,4.1491164E-6,5.8051512E-7,0,2.772332E-6,15.401655272,0.8365927639,576.47969064,143.63107308,38.715476693,0.0008677701,0.000213158,0.000304651,0.0004541524,1.2911058995,0.2283304939,0.0003097408,0.0000282193,0.0015024862,0.01234234,0.0090267846,0.0002077138,0.0088717332,0.0000685116,0.0090646258,4.507137E-6,0.0078246537,0.0043605998,0.0000888557,0,0.000350646,0.0088255342,0.0001926261,0.0000809566,2.9805976E-6,0,0.0000124615,0.0000648145,0.000026805,9.1968762E-7,0,4.6091985E-6,4.1729881E-6,1.6261449E-6,7.8513497E-8,0,3.5105067E-7
2016,2-Spring,MOHK,0.3879032258,1.3386021505,0.0487848531,0.0014947301,0.0035544801,0.0437356428,2.6124193548,36.412150538,0.0158154888,0.0006830185,93,0.0566540135,0.0577688856,0.054103488,0.0014799255,0.0004797565,0.0000204644,0.0122949457,0.0074872751,0.0019590289,0,0.0054338645,0.0271751142,0.0001382719,0.0000482343,0.0000415477,0,0.0001068445,0.000046331,0.0000162214,0.0000137981,0,0.000035437,2.6660349E-6,1.0926912E-6,6.9192448E-7,0,1.787681E-6,14.721225375,1.0593641594,786.73252441,236.23393538,71.716405668,0.0039128894,0.0002197132,0.0004872979,0.0035500443,1.2393997116,0.2302761021,0.0015035727,0.0000979418,0.0154816891,0.0752217215,0.0041784918,0.0001228758,0.0042067924,0.0000461956,0.004523111,3.068532E-6,0.0021306527,0.0030648591,0.0000940999,0,0.0002264032,0.0037073737,0.000024438,0.0000233436,3.8631857E-6,0,9.0711357E-6,8.3323352E-6,8.0746031E-6,1.1410057E-6,0,3.3302209E-6,5.3828805E-7,5.5159174E-7,8.9262965E-8,0,2.218564E-7
2016,3-Summer,MOHK,1.238172043,5.2711290323,0.1685400766,0.0034908076,0.0085010916,0.1565481774,1.8403225806,37.047580645,0.0589956212,0.0024968967,93,0.0280938904,0.0294129502,0.03061252,0.0033702222,0.0012568752,0.0000580558,0.0103160886,0,0.0018922951,0,0.0047326466,0.0169410303,0.001626092,0,0.0002774623,0,0.0006925515,0.0005716107,0,0.0000946892,0,0.0002363381,0.0000243458,0,3.7961287E-6,0,9.4808505E-6,17.599499673,0.5775998604,764.9286375,233.37382637,67.06540751,0.008978747,0.0004105332,0.0007475502,0.0085064553,1.2864683758,0.1643003002,0.0037535497,0.0002559097,0.0299889361,0.2137024972,0.0019819872,0.0003688191,0.0021351509,0.0001484041,0.0029221536,9.4175432E-6,0.001681455,0.0000344882,0.0000956047,0,0.0002017711,0.0017011685,0.0002856304,5.1402611E-6,0.0000215514,0,0.0000484143,0.0001036281,1.8035088E-6,6.4383699E-6,0,0.0000183078,4.9828016E-6,7.2733061E-8,4.2986416E-7,0,1.0424285E-6
2016,4-Autumn,MOHK,1.2195555556,9.6697777778,0.5340530124,0.1151013087,0.1332212875,0.2857304162,2.4095555556,35.042777778,0.1717379357,0.0103143416,90,0.0448658316,0.0426005597,0.0458833653,0.0191456817,0.005921276,0.0003716593,0.0194057952,0.0009667931,0.0018218735,0.000455202,0.006588872,0.0292385358,0.008167525,0.0004941876,0.0008135242,0.0002382634,0.0032106735,0.002678462,0.0001627937,0.0002637429,0.0000771204,0.0010321243,0.0001556186,9.4763162E-6,0.0000155547,4.5810146E-6,0.0000616335,16.313410953,0.7284851859,590.14339982,158.13370289,27.244355039,0.0264640172,0.0076854632,0.0078141526,0.0142858841,1.3591117698,0.2095119341,0.0117002369,0.0010901264,0.0273268293,0.3660425372,0.003271431,0.0017589551,0.0033612689,0.0006326468,0.0037178686,0.0000493085,0.0030021971,0.0010130263,0.0000885251,0.0000423673,0.0002596934,0.0031126954,0.0014349468,0.0005157902,0.0000564585,0.0000257883,0.0001992322,0.0004838986,0.0001710323,0.0000158892,9.0950122E-6,0.0000766867,0.0000312573,9.9414896E-6,1.7411285E-6,6.6544276E-7,6.7225601E-6
